Review,Aspects,Sentiment
"Do not use this place unless you want to waste your money on horrible stale cheese and food, service which takes your drinks away from the table once you've placed it on the table, waiters that eat your desert while its on the table, non working faucets in the bathroom, and overall very unporfessional service and food.","['food', 'staff', 'place']","['negative', 'negative', 'neutral']"
The dramatic space complements the food and will wow out-of-towners.,"['place', 'food']","['neutral', 'positive']"
"The ambiance is nice, but the wait staff was rude and unattentive.","['ambience', 'staff']","['positive', 'negative']"
"Management or one of the many busboys should have been monitoring the tables more closely to ensure consistency - we had to ask for olive oil for the flatbread, when it was on nearly every other table as well as salt and pepper.","['staff', 'food']","['negative', 'neutral']"
The waiter comes over and says You changed the salad and made us throw it out!,"['staff', 'food']","['positive', 'neutral']"
"We were a party of four, and after a long wait, were seated in a freezing corner.","['service', 'place']","['neutral', 'negative']"
"Husband and Wife owners are always pleasent and accomidating, food is top notch quality made with care, and now, recently renovated to accomidate more tables and a young fresh feel.","['staff', 'food', 'place']","['positive', 'positive', 'neutral']"
"It took 1 1/4 hours to get our appetizers (how long does salad take) and when we complained to the manager, he barely listened.","['food', 'staff']","['neutral', 'negative']"
"For such an expensive place, you can find much, much better in Manhattan; heck, you can find much better food for a lot cheaper!","['place', 'food']","['negative', 'positive']"
Went there for a dinner; nice little place.,"['food', 'place']","['neutral', 'positive']"
Try Le Madeleine for a similar price but much better food.,"['price', 'food']","['neutral', 'positive']"
"Our server, Ben, was perhaps the best waiter I've ever had--he walked us through the menu to design our meal, and suggested what textures, tastes, and wines would complement each other.","['staff', 'menu']","['positive', 'neutral']"
"Nothing wrong with the service, either, but don't we all want something more from a dining experience than just average for above-average prices?","['service', 'price']","['positive', 'negative']"
Our bill total was only $30 and our waiter threw in a side of linguini (no charge) since the entrees don't come with pasta sides.,"['price', 'staff', 'food']","['neutral', 'negative', 'negative']"
"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.","['food', 'staff']","['neutral', 'negative']"
"For far better fish at the same price (but less interesting roll combinations), try Yama, just around the corner.","['food', 'price']","['positive', 'neutral']"
The Food The menu lists affordable soul food and barbecue favorites.,"['menu', 'food']","['neutral', 'positive']"
"It's unfortunate because the food is generally pretty good, although the waitstaff did try to convince us once that the flan they gave us was really creme brulee.","['food', 'staff']","['positive', 'negative']"
We organized a party at this bar and have gotten very poor service.,"['place', 'service']","['neutral', 'negative']"
Mushroom appetizer was doused in a gross mayonnaise like sauce and had not been described that way on the menu.,"['food', 'menu']","['negative', 'neutral']"
"Always try one of the daily specials, in addition to all the tasty morsels on the menu.","['food', 'menu']","['positive', 'neutral']"
"We waited to be seated for about 15-20 minutes for brunch, while it was quite obvious that there were plenty of empty tables right in front of us.","['food', 'place']","['neutral', 'negative']"
"When I asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).","['staff', 'food']","['neutral', 'negative']"
"Waited 8 minutes for them to set up the table, another 10 to take our orders and 1 hr plus later for the waitress to say the food is coming in 2 minutes.","['staff', 'food']","['negative', 'neutral']"
"The staff treated me as if I were a celebrity, which I am not and they did not make me feel uncomfortable as a single diner.","['staff', 'place']","['negative', 'neutral']"
"My friend and I went out for a cigarette, and when we returned, our table had been given to another party- even though our drinks and unpaid bill were still on the table.","['food', 'price']","['neutral', 'negative']"
MY FATHER ASKED FOR A MARTINI MADE A CERTAIN WAY THE WAITER HAD NO CLUE WHAT HE WAS TALKING ABOUT.,"['food', 'staff']","['neutral', 'negative']"
"What does it say about an establishment and its chef when its policy forces the Price Fixed, Chefs Choice Menu on every party six or greater?","['price', 'staff', 'menu']","['negative', 'neutral', 'neutral']"
"I had a 9pm reservation and wound up sitting down closer to 10, but the bar was entertaining enough for the almost-an-hour wait (excellent martinis).","['place', 'food']","['neutral', 'positive']"
"After taking our orders, another person came to the table to announce the special dishes which the waiter forgot prompting 2 in our party to cancel the original orders in favor of the specials.","['food', 'staff']","['neutral', 'negative']"
"In Short Despite the tacky Hellenic decor, replete with faux columns and signs of the zodiac carved into plaster walls, this Greek restaurant and bar bursts with authenticity when it comes to menu and atmosphere.","['ambience', 'place']","['positive', 'neutral']"
"When we mentioned it to the waiter, he shrugged and asked what we expected from a glass wine.","['staff', 'food']","['negative', 'neutral']"
Then we were seated at a large booth and it took the waiter 20 minutes to come back and take our order but I sort of expected that with a new restaurant.,"['place', 'staff']","['positive', 'negative']"
"The food was not terrible but with the prices as high as they are, I should expect better.","['food', 'price']","['positive', 'negative']"
"I had dinner with my friend, and regardless of our $100 check, I overheard the waiter say that we had been there too long.","['food', 'staff']","['neutral', 'negative']"
One gentleman ignored us most of the time and would plunk the coffee down and spill it on the table without saying a word.,"['staff', 'food']","['negative', 'neutral']"
I walk in ask to take a look a the menu and was greeted by the a nasty not so passive aggressive hostess.,"['menu', 'staff']","['neutral', 'negative']"
